protein	whole.name	biological.process.function	protein.type.	RNA.type	localization	description	yORF	binds.to.constructs	compartment	go_rna_bind	pfam	hsapiens_hom	h_pfam	h_go_bind	h_go_rel	Parker	Gerber	Merve	KOhaploid	overexp	r1 filter	r1+1 filter	rpuf3 filter
NOP53	NucleOlar Protein	rRNA processing	ribosome	rRNA		"Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired"	YPL146C	56	nucleus	TRUE	Nop53			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP56	NucleOlar Protein	rRNA processing / mRNA binding	ribosome	rRNA		"Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects"	YLR197W	22	nucleolus	FALSE	NOP5NT, Nop	NOP56	Nop, NOP5NT	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP58	NucleOlar Protein	ribosomal small subunit biogenesis	ribosome	rRNA		"rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes"	YOR310C	20	nucleolus	FALSE	Nop, NOP5NT	NOP58	Nop, NOP5NT	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP6	NucleOlar Protein	ribosomal small subunit biogenesis	ribosome	rRNA		"rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes"	YDL213C	26	nucleolus	TRUE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
NOP7	NucleOlar Protein	ribosomal large subunit biogenesis	ribosome	rRNA		"Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G0and the initiation of cell proliferation "	YGR103W	25	nucleus, nucleolus	FALSE	Pescadillo_N	PES1	Pescadillo_N	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOT5	Negative On TATA	deadenylation-dependent decapping of nuclear-transcribed mRNA / nuclear-transcribed mRNA poly(A) tail shortening				"Component of the CCR4-NOT core complex, involved in mRNA decapping; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not5p and Not3p is mutated in cancers"	YPR072W	2	cytoplasm	FALSE	NOT2_3_5, Not3			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
NPL4	Nuclear Protein Localization	cytoplasm-associated proteasomal ubiquitin-dependent protein catabolic process 	proteasome			"Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; assists Cdc48p in the dislocation of misfolded, polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation; also involved in the regulated destruction of resident ER membrane proteins, such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing (RUP)"	YBR170C	1	nucleus, cytoplasm	FALSE		NPLOC4		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
NSA2	Nop Seven Associated	ribosomal large subunit biogenesis	ribosome	rRNA		"Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"	YER126C	4	cytoplasm	FALSE	Ribosomal_S8e	NSA2	Ribosomal_S8e	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NSI1	NTS1 SIlencing protein 1	chromatin silencing at rDNA 	transcription level			"RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication"	YDR026C	4	nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
NSR1		ribosomal small subunit assembly / mRNA binding				"Nucleolar protein that binds nuclear localization sequences; required for pre-rRNA processing and ribosome biogenesis; binds to single stranded telomeric DNA and mRNA; methylated by Hmt1p; interaction with Top1p and nucleolar localization are negatively regulated by polyphosphorylation"	YGR159C	75	nucleolus	TRUE	RRM_1	NCL	RRM_1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
NST1	Negatively affects Salt Tolerance	response to salt stress / unknown				"Protein of unknown function; mediates sensitivity to salt stress; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1"	YNL091W	46	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
OCH1	Outer CHain elongation	protein N-linked glycosylation 	enzyme			"Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins"	YGL038C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ORC6	Origin Recognition Complex	DNA replication initiation 	transcription level			"Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome"	YHR118C	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
OTU1	Ovarian TUmor	protein deubiquitination 	proteasome			"Deubiquitylation enzyme that binds to the chaperone-ATPase Cdc48p; may contribute to regulation of protein degradation by deubiquitylating substrates that have been ubiquitylated by Ufd2p; member of the Ovarian Tumor (OTU) family; protein abundance increases in response to DNA replication stress"	YFL044C	1	nucleus, cytoplasm	FALSE		YOD1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PAB1	Poly(A) Binding protein	regulation of translational initiation / mRNA binding				"Poly(A) binding protein; part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex"	YER165W	9	cytoplasm	TRUE	RRM_1, PABP	"ELAVL1;RBMS3;PABPC1L;ELAVL3;PABPC4;RBMS2;ELAVL2;PABPC3;PUF60;PABPC4L;PABPC1L2A;PABPC1;ELAVL4;PABPC1L2B;PABPC5;RBMS1"	RRM_1	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
PAP1	Poly(A) Polymerase	mRNA polyadenylation 				"Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping"	YKR002W	1	nucleus	TRUE	PAP_RNA-bind	"PAPOLA;PAPOLG;PAPOLB"	PAP_RNA-bind	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PAR32	Phosphorylated After Rapamycin	unknown(2)				"Protein of unknown function; hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; PAR32 is not an essential gene"	YDL173W	14	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
PCT1	Phosphocholine CytidylylTransferase	phosphatidylcholine biosynthetic process	enzyme			"Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	YGR202C	32		FALSE		"PCYT1A;PCYT1B"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
PDC1	Pyruvate DeCarboxylase	glycolytic fermentation to ethanol 	enzyme			"Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo"	YLR044C	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PDP3	PWWP Domain-containing Protein	positive regulation of transcription elongation from RNA polymerase II promoter 	chromatin			"Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"	YLR455W	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
PDR15	Pleiotropic Drug Resistance	response to drug	transporter			"Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog, PDR5, that arose from the whole genome duplication"	YDR406W	1		FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PET123	PETite colonies	mitochondrial translation				"Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator"	YOR158W	1	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PEX30	PEroXisome related	ER-dependent peroxisome organization	cell transport			"ER-resident protein involved in peroxisomal biogenesis; ER-localized protein that associates with peroxisomes; interacts with Pex29p and reticulons Rtn1p and Yop1p to regulate peroxisome biogenesis from the ER; role in peroxisomal-destined vesicular flow from the ER; partially redundant with Pex31p; may function at a step downstream of steps mediated by Pex28p and Pex29p; PEX30 has a paralog, PEX31, that arose from the whole genome duplication"	YLR324W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PGI1	PhosphoGlucoIsomerase	gluconeogenesis	enzyme			"Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation"	YBR196C	4	cytoplasm	FALSE		GPI		FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
PIB2	PhosphatidylInositol(3)-phosphate Binding	unknown				"Protein of unknown function; contains FYVE domain; similar to Fab1 and Vps27"	YGL023C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PMT4	Protein O-MannosylTransferase	protein O-linked glycosylation 	enzyme			"Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals"	YJR143C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PPN1		polyphosphate catabolic process	enzyme			"Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole, nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress"	YDR452W	14		FALSE		"SMPDL3B;SMPD1;SMPDL3A"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
PSP1	Polymerase SuPpressor	mRNA binding / unknown				"Asn and gln rich protein of unknown function; high-copy suppressor of POL1 (DNA polymerase alpha) and partial suppressor of CDC2 (polymerase delta) and CDC6 (pre-RC loading factor) mutations; overexpression results in growth inhibition; PSP1 has a paralog, YLR177W, that arose from the whole genome duplication"	YDR505C	1	cytoplasm	FALSE				FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PRE6	PRoteinase yscE	proteasomal ubiquitin-independent protein catabolic process	proteasome			"Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress"	YOL038W	1	nucleus, cytoplasm	FALSE		"PSMA7;PSMA8"		FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PRP6	Pre-mRNA Processing	mRNA splicing, via spliceosome 	splicing			"Splicing factor; component of the U4/U6-U5 snRNP complex"	YBR055C	1	nucleus, cytoplasm	FALSE	PRP1_N	PRPF6	PRP1_N	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PRP8	Pre-mRNA Processing	mRNA 3'-splice site recognition 	splicing			"Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog, PRPF8, cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer"	YHR165C	1	nucleus, cytoplasm	FALSE	U5_2-snRNA_bdg, PROCN, PRO8NT, U6-snRNA_bdg, PRP8_domainIV, RRM_4, PROCT	PRPF8	PROCT, PRO8NT, U6-snRNA_bdg, U5_2-snRNA_bdg, PRP8_domainIV, PROCN, RRM_4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PUS1	PseudoUridine Synthase	mRNA pseudouridine synthesis / mRNA binding		tRNA		"tRNA:pseudouridine synthase; introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; also acts on U2 snRNA; also pseudouridylates some mRNAs, and pseudouridylation level varies with growth phase; nuclear protein that appears to be involved in tRNA export; PUS1 has a paralog, PUS2, that arose from the whole genome duplication"	YPL212C	3	nucleus	TRUE	PseudoU_synth_1	PUS1	PseudoU_synth_1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PWP1	Periodic tryptophan (W) Protein	rRNA processing / unknown	ribosome	rRNA		"Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily "	YLR196W	2	nucleus, nucleolus, cytoplasm	FALSE		PWP1		FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
PXR1	PinX1-Related gene	box C/D snoRNA 3'-end processing	ribosome	rRNA		"Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain"	YGR280C	9	nucleolus	FALSE	G-patch	PINX1	G-patch	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
PYC1	PYruvate Carboxylase	gluconeogenesis	enzyme			"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"	YGL062W	10	cytoplasm	FALSE		PC		FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PYC2	PYruvate Carboxylase	gluconeogenesis	enzyme			"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc1p; mutations in the human homolog are associated with lactic acidosis; PYC2 has a paralog, PYC1, that arose from the whole genome duplication"	YBR218C	11	cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RAV1	Regulator of (H+)-ATPase in Vacuolar membrane	early endosome to late endosome transport 	cell transport			"Subunit of RAVE complex (Rav1p, Rav2p, Skp1p); the RAVE complex promotes assembly of the V-ATPase holoenzyme; required for transport between the early and late endosome/PVC and for localization of TGN membrane proteins; potential Cdc28p substrate"	YJR033C	1		FALSE		"DMXL1;DMXL2"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RAX1	Revert to Axial	cellular bud site selection	cell morphology			"Protein involved in bud site selection during bipolar budding; localization requires Rax2p; has similarity to members of the insulin-related peptide superfamily"	YOR301W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RET2	RETrieval from ER	ER to Golgi vesicle-mediated transport 	cell transport			"Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER"	YFR051C	2		FALSE		ARCN1		TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
RET3	RETrieval from ER	retrograde vesicle-mediated transport, Golgi to ER	cell transport			"Zeta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER"	YPL010W	1		FALSE		"COPZ1;COPZ2"		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RFA1	Replication Factor A	telomere maintenance via recombination / mRNA bindin	replication			"Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia"	YAR007C	1	nucleus	FALSE	tRNA_anti-codon	RPA1	tRNA_anti-codon	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RIM1	Replication In Mitochondria	mitochondrial DNA replication	replication			"ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication; stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p"	YCR028C-A	2	mitochondrion	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RIM15	Regulator of IME2	protein phosphorylation 	cell signaling			"Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients, specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase"	YFL033C	1	cytoplasm	FALSE		"STK32B;STK32A;STK32C;SGK494"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RIO1	RIght Open reading frame	positive regulation of rRNA processing	ribosome	rRNA		"Serine kinase involved in cell cycle regulation and rDNA integrity; associated with late pre-40S particles via its conserved C-terminal domain and participates in late 40S biogenesis; association with pre-40S particles regulated by its catalytic ATPase site and likely occurs after the release of Rio2p from these particles; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; phosphorylates Rpa43p in anaphase to remove Pol I from rDNA"	YOR119C	53		FALSE	RIO1	"RIOK3;RIOK1"	RIO1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RIO2	RIght Open reading frame	positive regulation of RNA import into nucleus 	ribosome	rRNA		"Essential serine kinase involved in the processing of 20S pre-rRNA; involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p"	YNL207W	4	cytoplasm	FALSE	RIO1	RIOK2	RIO1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RKM4	Ribosomal lysine (K) Methyltransferase	peptidyl-lysine monomethylation 	ribosome	rRNA		"Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein"	YDR257C	1	nucleus	FALSE		"SETD6;SETD3"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RLF2	Rap1 protein Localization Factor	DNA replication-dependent nucleosome assembly	chromatin			"Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1); chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of the DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription"	YPR018W	70		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RLP24	Ribosomal-Like Protein	ribosomal large subunit biogenesis	ribosome	rRNA		"Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp"	YLR009W	2		FALSE	Ribosomal_L24e	RSL24D1	Ribosomal_L24e	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RNH1	RNase H	RNA catabolic process				"Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I."	YMR234W	1	nucleus, cytoplasm	FALSE	RNase_H	"RP13-512J5.1;RNASEH1"	RNase_H	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RNT1	RNase Three	box H/ACA snoRNA processing	ribosome	rRNA		"Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription, rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response, regulating the degradation of cell wall integrity and morphogenesis checkpoint genes"	YMR239C	17	nucleus, nucleolus	TRUE	dsrm, Ribonuclease_3			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
ROM2	RhO1 Multicopy suppressor	activation of GTPase activity	cell morphology			"Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1, which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog, ROM1, that arose from the whole genome duplication"	YLR371W	1	cytoplasm	FALSE		"ARHGEF11;AKAP13;ARHGEF12;ARHGEF28;ARHGEF1;ARHGEF18;NET1;ARHGEF2;CTD-2207O23.3;ARHGEF3"		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RPA12	RNA Polymerase A	transcription from RNA polymerase I promoter 	transcription level			"RNA polymerase I subunit A12.2; contains two zinc binding domains, and the N terminal domain is responsible for anchoring to the RNA pol I complex"	YJR063W	9	nucleolus	FALSE	RNA_POL_M_15KD	ZNRD1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPA135	RNA Polymerase A	transcription from RNA polymerase I promoter	transcription level			RNA polymerase I second largest subunit A135	YPR010C	9	nucleolus	FALSE	RNA_pol_Rpb2_5, RNA_pol_Rpb2_2, RNA_pol_Rpa2_4, RNA_pol_Rpb2_3, RNA_pol_Rpb2_1, RNA_pol_Rpb2_6, RNA_pol_Rpb2_7	POLR1B	RNA_pol_Rpb2_6, RNA_pol_Rpb2_3, RNA_pol_Rpb2_2, RNA_pol_Rpa2_4, RNA_pol_Rpb2_1, RNA_pol_Rpb2_7	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPA14	RNA Polymerase A	transcription from RNA polymerase I promoter	transcription level			RNA polymerase I subunit A14 	YDR156W	10	nucleolus	FALSE	RNA_polI_A14			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPA190	RNA Polymerase A	transcription from RNA polymerase I promoter	transcription level			RNA polymerase I largest subunit A190	YOR341W	5	nucleolus	FALSE	RNA_pol_Rpb1_3, RNA_pol_Rpb1_4, RNA_pol_Rpb1_5, RNA_pol_Rpb1_1, RNA_pol_Rpb1_2	POLR1A	RNA_pol_Rpb1_4, RNA_pol_Rpb1_2, RNA_pol_Rpb1_5, RNA_pol_Rpb1_3, RNA_pol_Rpb1_1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPA34	RNA Polymerase A	transcription elongation from RNA polymerase I promoter 	transcription level			"RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p"	YJL148W	22	nucleolus	FALSE	RNA_polI_A34			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RPA43	RNA Polymerase A	transcription from RNA polymerase I promoter	transcription level			RNA polymerase I subunit A43	YOR340C	9	nucleolus	FALSE	SHS2_Rpb7-N			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPA49	RNA Polymerase A	transcription elongation from RNA polymerase I promoter 	transcription level			"RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p"	YNL248C	2	nucleolus	FALSE	RNA_pol_I_A49	POLR1E	RNA_pol_I_A49	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPB10	RNA Polymerase B	tRNA transcription from RNA polymerase III promoter	transcription level			"RNA polymerase subunit ABC10-beta; common to RNA polymerases I, II, and III "	YOR210W	11	nucleus, nucleolus	FALSE	RNA_pol_N	POLR2L	RNA_pol_N	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPB5	RNA Polymerase B	tRNA transcription from RNA polymerase III promoter	transcription level			"RNA polymerase subunit ABC27; common to RNA polymerases I, II, and III; contacts DNA and affects transactivation"	YBR154C	13		FALSE	RNA_pol_Rpb5_N, RNA_pol_Rpb5_C	POLR2E	RNA_pol_Rpb5_C, RNA_pol_Rpb5_N	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RPB8	RNA Polymerase B	tRNA transcription from RNA polymerase III promoter	transcription level			"RNA polymerase subunit ABC14.5; common to RNA polymerases I, II, and III"	YOR224C	14	nucleus	FALSE	RNA_pol_Rpb8	POLR2H	RNA_pol_Rpb8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPC10	RNA Polymerase C	tRNA transcription from RNA polymerase III promoter 	transcription level			"RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III; relocalizes from nucleolus to cytoplasm upon DNA replication stress"	YHR143W-A	11	nucleolus, cytoplasm	FALSE	DNA_RNApol_7kD	POLR2K	DNA_RNApol_7kD	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
